game_id,season,date_time_gmt,away_team,away_team_id,home_team,home_team_id,away_goals,home_goals,outcome,home_rink_side_start,venue,time_zone_offset,time_zone
2019020001,20192020,2019-10-02T23:00:00Z,OTT,9,TOR,10,3,5,home win REG,right,Scotiabank Arena,-5,America/Toronto
2019020795,20192020,2020-02-02T00:00:00Z,OTT,9,TOR,10,1,2,home win OT,right,Scotiabank Arena,-5,America/Toronto
2019020180,20192020,2019-10-29T23:00:00Z,WSH,15,TOR,10,4,3,away win OT,right,Scotiabank Arena,-4,America/Toronto
2019021003,20192020,2020-03-01T00:00:00Z,VAN,23,TOR,10,2,4,home win REG,right,Scotiabank Arena,-5,America/Toronto
2019020156,20192020,2019-10-25T23:00:00Z,SJS,28,TOR,10,1,4,home win REG,right,Scotiabank Arena,-4,America/Toronto
2019020809,20192020,2020-02-04T00:00:00Z,FLA,13,TOR,10,5,3,away win REG,right,Scotiabank Arena,-5,America/Toronto
2019020675,20192020,2020-01-09T00:30:00Z,WPG,52,TOR,10,4,3,away win OT,right,Scotiabank Arena,-5,America/Toronto
2019020405,20192020,2019-12-01T00:00:00Z,BUF,7,TOR,10,1,2,home win OT,right,Scotiabank Arena,-5,America/Toronto
2019020525,20192020,2019-12-18T00:00:00Z,BUF,7,TOR,10,3,5,home win REG,right,Scotiabank Arena,-5,America/Toronto
2019020019,20192020,2019-10-05T23:00:00Z,MTL,8,TOR,10,6,5,away win OT,right,Scotiabank Arena,-5,America/Toronto
2019020085,20192020,2019-10-15T23:00:00Z,MIN,30,TOR,10,2,4,home win REG,right,Scotiabank Arena,-5,America/Toronto
2019020115,20192020,2019-10-19T23:00:00Z,BOS,6,TOR,10,3,4,home win OT,right,Scotiabank Arena,-4,America/Toronto
2019020294,20192020,2019-11-16T00:00:00Z,BOS,6,TOR,10,4,2,away win REG,right,Scotiabank Arena,-5,America/Toronto
2019020728,20192020,2020-01-17T00:00:00Z,CGY,20,TOR,10,2,1,away win OT,right,Scotiabank Arena,-5,America/Toronto
2019020867,20192020,2020-02-12T00:00:00Z,ARI,53,TOR,10,2,3,home win OT,right,Scotiabank Arena,-5,America/Toronto
2019020747,20192020,2020-01-19T00:00:00Z,CHI,16,TOR,10,6,2,away win REG,right,Scotiabank Arena,-5,America/Toronto
2019020237,20192020,2019-11-08T00:00:00Z,VGK,54,TOR,10,1,2,home win OT,right,Scotiabank Arena,-5,America/Toronto
2019020715,20192020,2020-01-15T00:00:00Z,NJD,1,TOR,10,4,7,home win REG,right,Scotiabank Arena,-5,America/Toronto
2019020593,20192020,2019-12-29T00:00:00Z,NYR,3,TOR,10,5,4,away win OT,right,Scotiabank Arena,-5,America/Toronto
2019020047,20192020,2019-10-10T23:00:00Z,TBL,14,TOR,10,7,3,away win REG,right,Scotiabank Arena,-5,America/Toronto
2019021070,20192020,2020-03-10T23:00:00Z,TBL,14,TOR,10,1,2,home win REG,right,Scotiabank Arena,-5,America/Toronto
2019020129,20192020,2019-10-21T23:00:00Z,CBJ,29,TOR,10,4,3,away win OT,right,Scotiabank Arena,-4,America/Toronto
2019020569,20192020,2019-12-23T19:00:00Z,CAR,12,TOR,10,6,8,home win REG,right,Scotiabank Arena,-5,America/Toronto
2019020951,20192020,2020-02-23T00:00:00Z,CAR,12,TOR,10,6,3,away win REG,right,Scotiabank Arena,-5,America/Toronto
2019020881,20192020,2020-02-14T00:00:00Z,DAL,25,TOR,10,3,2,away win REG,right,Scotiabank Arena,-5,America/Toronto
2019020556,20192020,2019-12-22T00:00:00Z,DET,17,TOR,10,1,4,home win REG,right,Scotiabank Arena,-5,America/Toronto
2019020228,20192020,2019-11-06T00:30:00Z,LAK,26,TOR,10,1,3,home win REG,right,Scotiabank Arena,-5,America/Toronto
2019020034,20192020,2019-10-07T23:00:00Z,STL,19,TOR,10,3,2,away win REG,right,Scotiabank Arena,-5,America/Toronto
2019020659,20192020,2020-01-07T00:00:00Z,EDM,22,TOR,10,6,4,away win REG,right,Scotiabank Arena,-5,America/Toronto
2019020839,20192020,2020-02-08T00:00:00Z,ANA,24,TOR,10,4,5,home win OT,right,Scotiabank Arena,-5,America/Toronto
2019020646,20192020,2020-01-05T00:00:00Z,NYI,2,TOR,10,0,3,home win REG,right,Scotiabank Arena,-5,America/Toronto
2019020933,20192020,2020-02-21T00:00:00Z,PIT,5,TOR,10,0,4,home win REG,right,Scotiabank Arena,-5,America/Toronto
2019020253,20192020,2019-11-10T00:00:00Z,PHI,4,TOR,10,3,2,away win OT,right,Scotiabank Arena,-5,America/Toronto
2019020434,20192020,2019-12-05T00:00:00Z,COL,21,TOR,10,3,1,away win REG,right,Scotiabank Arena,-5,America/Toronto
2019020105,20192020,2019-10-18T02:00:00Z,OTT,9,VGK,54,2,3,home win OT,,T-Mobile Arena,-7,America/Los_Angeles
2019020918,20192020,2020-02-17T23:00:00Z,WSH,15,VGK,54,2,3,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020518,20192020,2019-12-16T01:00:00Z,VAN,23,VGK,54,3,6,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020004,20192020,2019-10-03T02:30:00Z,SJS,28,VGK,54,1,4,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020344,20192020,2019-11-22T03:00:00Z,SJS,28,VGK,54,2,1,away win OT,,T-Mobile Arena,-8,America/Los_Angeles
2019020957,20192020,2020-02-23T03:00:00Z,FLA,13,VGK,54,3,5,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020215,20192020,2019-11-03T02:00:00Z,WPG,52,VGK,54,4,3,away win OT,,T-Mobile Arena,-8,America/Los_Angeles
2019020997,20192020,2020-02-29T03:00:00Z,BUF,7,VGK,54,2,4,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020195,20192020,2019-11-01T02:00:00Z,MTL,8,VGK,54,5,4,away win OT,,T-Mobile Arena,-8,America/Los_Angeles
2019020533,20192020,2019-12-18T03:00:00Z,MIN,30,VGK,54,2,3,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020043,20192020,2019-10-09T02:00:00Z,BOS,6,VGK,54,4,3,away win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020074,20192020,2019-10-13T02:00:00Z,CGY,20,VGK,54,2,6,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020315,20192020,2019-11-18T00:00:00Z,CGY,20,VGK,54,0,6,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020399,20192020,2019-11-29T23:00:00Z,ARI,53,VGK,54,1,2,home win OT,,T-Mobile Arena,-8,America/Los_Angeles
2019020600,20192020,2019-12-29T03:00:00Z,ARI,53,VGK,54,1,4,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020285,20192020,2019-11-14T03:00:00Z,CHI,16,VGK,54,5,3,away win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020482,20192020,2019-12-11T03:00:00Z,CHI,16,VGK,54,1,5,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020329,20192020,2019-11-20T03:00:00Z,TOR,10,VGK,54,2,4,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019021027,20192020,2020-03-04T03:00:00Z,NJD,1,VGK,54,0,3,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020466,20192020,2019-12-09T00:00:00Z,NYR,3,VGK,54,5,0,away win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020939,20192020,2020-02-21T03:00:00Z,TBL,14,VGK,54,3,5,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020701,20192020,2020-01-12T03:00:00Z,CBJ,29,VGK,54,3,0,away win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020854,20192020,2020-02-09T03:00:00Z,CAR,12,VGK,54,6,5,away win OT,,T-Mobile Arena,-8,America/Los_Angeles
2019030012,20192020,2020-08-03T22:30:00Z,DAL,25,VGK,54,3,5,home win REG,,Rogers Place,-8,America/Los_Angeles
2019020686,20192020,2020-01-10T03:00:00Z,LAK,26,VGK,54,5,2,away win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019021016,20192020,2020-03-02T03:30:00Z,LAK,26,VGK,54,4,1,away win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020644,20192020,2020-01-04T21:00:00Z,STL,19,VGK,54,4,5,home win OT,,T-Mobile Arena,-8,America/Los_Angeles
2019020889,20192020,2020-02-14T03:00:00Z,STL,19,VGK,54,5,6,home win OT,,T-Mobile Arena,-8,America/Los_Angeles
2019020360,20192020,2019-11-24T03:00:00Z,EDM,22,VGK,54,4,2,away win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020982,20192020,2020-02-27T03:30:00Z,EDM,22,VGK,54,0,3,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020176,20192020,2019-10-28T00:00:00Z,ANA,24,VGK,54,2,5,home win REG,,T-Mobile Arena,-7,America/Los_Angeles
2019020615,20192020,2019-12-31T20:00:00Z,ANA,24,VGK,54,2,5,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020905,20192020,2020-02-16T03:30:00Z,NYI,2,VGK,54,0,1,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020090,20192020,2019-10-16T02:00:00Z,NSH,18,VGK,54,5,2,away win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020673,20192020,2020-01-08T03:00:00Z,PIT,5,VGK,54,4,3,away win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020638,20192020,2020-01-03T03:00:00Z,PHI,4,VGK,54,4,5,home win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020155,20192020,2019-10-25T22:00:00Z,COL,21,VGK,54,6,1,away win REG,,T-Mobile Arena,-7,America/Los_Angeles
2019020580,20192020,2019-12-24T03:00:00Z,COL,21,VGK,54,7,3,away win REG,,T-Mobile Arena,-8,America/Los_Angeles
2019020120,20192020,2019-10-19T23:00:00Z,OTT,9,ARI,53,2,5,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020904,20192020,2020-02-16T03:00:00Z,WSH,15,ARI,53,1,3,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020412,20192020,2019-12-01T01:00:00Z,SJS,28,ARI,53,4,2,away win REG,left,Gila River Arena,-7,America/Phoenix
2019020724,20192020,2020-01-15T02:00:00Z,SJS,28,ARI,53,3,6,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020979,20192020,2020-02-26T02:00:00Z,FLA,13,ARI,53,2,1,away win REG,left,Gila River Arena,-7,America/Phoenix
2019021008,20192020,2020-03-01T01:00:00Z,BUF,7,ARI,53,2,5,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020192,20192020,2019-10-31T02:00:00Z,MTL,8,ARI,53,4,1,away win REG,left,Gila River Arena,-7,America/Phoenix
2019020259,20192020,2019-11-10T01:00:00Z,MIN,30,ARI,53,4,3,away win REG,left,Gila River Arena,-7,America/Phoenix
2019020546,20192020,2019-12-20T02:30:00Z,MIN,30,ARI,53,8,5,away win REG,left,Gila River Arena,-7,America/Phoenix
2019020027,20192020,2019-10-06T01:00:00Z,BOS,6,ARI,53,1,0,away win REG,left,Gila River Arena,-7,America/Phoenix
2019020302,20192020,2019-11-16T21:00:00Z,CGY,20,ARI,53,0,3,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020480,20192020,2019-12-11T02:00:00Z,CGY,20,ARI,53,5,2,away win REG,left,Gila River Arena,-7,America/Phoenix
2019020495,20192020,2019-12-13T02:00:00Z,CHI,16,ARI,53,2,5,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020802,20192020,2020-02-02T01:00:00Z,CHI,16,ARI,53,3,2,away win OT,left,Gila River Arena,-7,America/Phoenix
2019020343,20192020,2019-11-22T02:00:00Z,TOR,10,ARI,53,3,1,away win REG,left,Gila River Arena,-7,America/Phoenix
2019020057,20192020,2019-10-11T02:00:00Z,VGK,54,ARI,53,1,4,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020513,20192020,2019-12-15T01:00:00Z,NJD,1,ARI,53,2,1,away win REG,left,Gila River Arena,-7,America/Phoenix
2019020955,20192020,2020-02-23T01:00:00Z,TBL,14,ARI,53,3,7,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020246,20192020,2019-11-08T02:00:00Z,CBJ,29,ARI,53,3,2,away win REG,left,Gila River Arena,-7,America/Phoenix
2019020838,20192020,2020-02-07T02:00:00Z,CAR,12,ARI,53,5,3,away win REG,left,Gila River Arena,-7,America/Phoenix
2019020609,20192020,2019-12-30T01:00:00Z,DAL,25,ARI,53,4,2,away win REG,left,Gila River Arena,-7,America/Phoenix
2019020317,20192020,2019-11-19T02:00:00Z,LAK,26,ARI,53,0,3,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020784,20192020,2020-01-31T02:30:00Z,LAK,26,ARI,53,3,2,away win OT,left,Gila River Arena,-7,America/Phoenix
2019020624,20192020,2020-01-01T02:00:00Z,STL,19,ARI,53,1,3,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020364,20192020,2019-11-25T01:00:00Z,EDM,22,ARI,53,4,3,away win OT,left,Gila River Arena,-7,America/Phoenix
2019020824,20192020,2020-02-05T02:00:00Z,EDM,22,ARI,53,0,3,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020386,20192020,2019-11-28T02:30:00Z,ANA,24,ARI,53,3,4,home win OT,left,Gila River Arena,-7,America/Phoenix
2019020636,20192020,2020-01-03T02:00:00Z,ANA,24,ARI,53,2,4,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020916,20192020,2020-02-17T21:00:00Z,NYI,2,ARI,53,1,2,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020104,20192020,2019-10-18T02:00:00Z,NSH,18,ARI,53,2,5,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020706,20192020,2020-01-12T23:00:00Z,PIT,5,ARI,53,4,3,away win OT,left,Gila River Arena,-7,America/Phoenix
2019020650,20192020,2020-01-05T01:00:00Z,PHI,4,ARI,53,2,6,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020214,20192020,2019-11-03T01:00:00Z,COL,21,ARI,53,0,3,home win REG,left,Gila River Arena,-7,America/Phoenix
2019020132,20192020,2019-10-22T00:30:00Z,OTT,9,DAL,25,1,2,home win REG,right,American Airlines Center,-5,America/Chicago
2019020070,20192020,2019-10-13T00:00:00Z,WSH,15,DAL,25,4,1,away win REG,right,American Airlines Center,-6,America/Chicago
2019020327,20192020,2019-11-20T01:30:00Z,VAN,23,DAL,25,1,6,home win REG,right,American Airlines Center,-6,America/Chicago
2019020342,20192020,2019-11-22T01:30:00Z,WPG,52,DAL,25,3,5,home win REG,right,American Airlines Center,-6,America/Chicago
2019020445,20192020,2019-12-06T01:30:00Z,WPG,52,DAL,25,2,3,home win OT,right,American Airlines Center,-6,America/Chicago
2019020737,20192020,2020-01-17T01:30:00Z,BUF,7,DAL,25,4,1,away win REG,right,American Airlines Center,-6,America/Chicago
2019020212,20192020,2019-11-02T23:00:00Z,MTL,8,DAL,25,1,4,home win REG,right,American Airlines Center,-6,America/Chicago
2019020186,20192020,2019-10-30T00:30:00Z,MIN,30,DAL,25,3,6,home win REG,right,American Airlines Center,-5,America/Chicago
2019020842,20192020,2020-02-08T01:30:00Z,MIN,30,DAL,25,3,2,away win REG,right,American Airlines Center,-6,America/Chicago
2019020010,20192020,2019-10-04T00:30:00Z,BOS,6,DAL,25,2,1,away win REG,right,American Airlines Center,-6,America/Chicago
2019020055,20192020,2019-10-11T00:30:00Z,CGY,20,DAL,25,3,2,away win OT,right,American Airlines Center,-6,America/Chicago
2019020567,20192020,2019-12-23T00:00:00Z,CGY,20,DAL,25,5,1,away win REG,right,American Airlines Center,-6,America/Chicago
2019020928,20192020,2020-02-20T01:30:00Z,ARI,53,DAL,25,2,3,home win REG,right,American Airlines Center,-6,America/Chicago
2019020359,20192020,2019-11-24T01:00:00Z,CHI,16,DAL,25,1,2,home win OT,right,American Airlines Center,-6,America/Chicago
2019020961,20192020,2020-02-23T20:00:00Z,CHI,16,DAL,25,1,2,home win REG,right,American Airlines Center,-6,America/Chicago
2019020777,20192020,2020-01-30T00:30:00Z,TOR,10,DAL,25,5,3,away win REG,right,American Airlines Center,-6,America/Chicago
2019020371,20192020,2019-11-26T01:30:00Z,VGK,54,DAL,25,2,4,home win REG,right,American Airlines Center,-6,America/Chicago
2019020499,20192020,2019-12-14T01:00:00Z,VGK,54,DAL,25,3,2,away win OT,right,American Airlines Center,-6,America/Chicago
2019020478,20192020,2019-12-11T01:30:00Z,NJD,1,DAL,25,0,2,home win REG,right,American Airlines Center,-6,America/Chicago
2019021076,20192020,2020-03-11T00:30:00Z,NYR,3,DAL,25,4,2,away win REG,right,American Airlines Center,-6,America/Chicago
2019020771,20192020,2020-01-28T01:00:00Z,TBL,14,DAL,25,2,3,home win OT,right,American Airlines Center,-6,America/Chicago
2019020873,20192020,2020-02-12T01:30:00Z,CAR,12,DAL,25,1,4,home win REG,right,American Airlines Center,-6,America/Chicago
2019020640,20192020,2020-01-04T01:30:00Z,DET,17,DAL,25,1,4,home win REG,right,American Airlines Center,-6,America/Chicago
2019020402,20192020,2019-11-30T01:30:00Z,STL,19,DAL,25,3,1,away win REG,right,American Airlines Center,-6,America/Chicago
2019020944,20192020,2020-02-22T01:30:00Z,STL,19,DAL,25,5,1,away win REG,right,American Airlines Center,-6,America/Chicago
2019020523,20192020,2019-12-17T01:30:00Z,EDM,22,DAL,25,2,1,away win REG,right,American Airlines Center,-6,America/Chicago
2019021026,20192020,2020-03-04T01:30:00Z,EDM,22,DAL,25,2,1,away win OT,right,American Airlines Center,-6,America/Chicago
2019020152,20192020,2019-10-25T00:30:00Z,ANA,24,DAL,25,1,2,home win REG,right,American Airlines Center,-5,America/Chicago
2019020461,20192020,2019-12-08T02:00:00Z,NYI,2,DAL,25,1,3,home win REG,right,American Airlines Center,-6,America/Chicago
2019020626,20192020,2020-01-01T19:00:00Z,NSH,18,DAL,25,2,4,home win REG,right,Cotton Bowl Stadium,-6,America/Chicago
2019021051,20192020,2020-03-07T19:00:00Z,NSH,18,DAL,25,1,0,away win REG,right,American Airlines Center,-6,America/Chicago
2019020166,20192020,2019-10-27T00:00:00Z,PIT,5,DAL,25,3,0,away win REG,right,American Airlines Center,-5,America/Chicago
2019020230,20192020,2019-11-06T01:30:00Z,COL,21,DAL,25,1,4,home win REG,right,American Airlines Center,-6,America/Chicago
2019020598,20192020,2019-12-29T00:00:00Z,COL,21,DAL,25,2,3,home win OT,right,American Airlines Center,-6,America/Chicago
2019030013,20192020,2020-08-05T22:30:00Z,COL,21,DAL,25,4,0,away win REG,right,Rogers Place,-6,America/Chicago
2019020206,20192020,2019-11-02T23:00:00Z,OTT,9,BOS,6,2,5,home win REG,left,TD Garden,-5,America/New_York
2019020303,20192020,2019-11-17T00:00:00Z,WSH,15,BOS,6,3,2,away win OT,left,TD Garden,-5,America/New_York
2019020571,20192020,2019-12-24T00:00:00Z,WSH,15,BOS,6,3,7,home win REG,left,TD Garden,-5,America/New_York
2019020812,20192020,2020-02-05T00:00:00Z,VAN,23,BOS,6,0,4,home win REG,left,TD Garden,-5,America/New_York
2019020179,20192020,2019-10-29T23:00:00Z,SJS,28,BOS,6,1,5,home win REG,left,TD Garden,-4,America/New_York
2019020272,20192020,2019-11-13T00:00:00Z,FLA,13,BOS,6,5,4,away win OT,left,TD Garden,-5,America/New_York
